,Expected entropy
hymns,-7.2036964457650985
feted,-7.203718033298434
dolls,-7.2042322116722515
gimps,-7.205300216799895
shads,-7.20543912606862
lossy,-7.2061409922966115
rugby,-7.206168461773623
seest,-7.2065884174827115
mufti,-7.206595048832251
revue,-7.206716979765696
memos,-7.206791549145131
scads,-7.206853602564443
gauss,-7.207921817766147
mocks,-7.208785190353938
punks,-7.209692916265034
crack,-7.209960403786882
snoop,-7.210186886181265
himbo,-7.210368970172869
wispy,-7.210654280642147
ixnay,-7.210900326210935
await,-7.210976712656999
mecca,-7.211513130358102
gulfs,-7.211990783070133
jawed,-7.212105859340732
annoy,-7.212415128528596
moots,-7.213295321368098
squad,-7.213498830290108
canny,-7.214556673083041
dally,-7.214832545570341
wests,-7.215196604484889
petty,-7.216167248897296
leggo,-7.21717627452187
faded,-7.217481818866269
rhumb,-7.218513405359478
augur,-7.219465996513552
whops,-7.219688517566179
fasts,-7.219720727389061
polls,-7.220029730843198
emery,-7.220906113841715
sewed,-7.221652369618453
domed,-7.222010551658945
fungo,-7.222247109135809
lumpy,-7.222357294927857
farad,-7.222723004117242
krill,-7.225014083855603
guess,-7.22674397044906
swans,-7.227498512806557
weber,-7.229031973192216
chunk,-7.229063014509108
homme,-7.229854112973455
aargh,-7.2307182744160015
buses,-7.231706831398037
mosts,-7.231768049220951
bliss,-7.231949296030457
fryer,-7.23306377233926
mushy,-7.2334524799294195
pally,-7.233811587935706
knobs,-7.234192515997512
chill,-7.234207349494719
whips,-7.234695324034225
topoi,-7.234865433161539
deems,-7.23736796559844
stops,-7.237386719692946
spins,-7.239491258032134
sheds,-7.2395915590285735
tasks,-7.239661655628387
hatch,-7.239767314491756
murky,-7.240148445190026
swung,-7.240908732802239
rutty,-7.2415329159394926
gushy,-7.241920884176354
frump,-7.242007331232917
blabs,-7.242322242724057
finks,-7.242479620989737
basso,-7.2424997736473165
mimed,-7.242732727611646
vamps,-7.24400014147502
shays,-7.245018978800812
panda,-7.247057477525169
micks,-7.247602088061073
oboes,-7.247872333289161
grogs,-7.248323308403744
cheep,-7.248409370196616
modem,-7.248646401359801
bosky,-7.2489197292964205
glyph,-7.249067567744216
bulgy,-7.249110190600899
skimp,-7.250927981197695
waded,-7.251085585311278
axing,-7.251502348598895
wedgy,-7.251841043643065
scull,-7.251923616489886
pshaw,-7.252013273244918
abbot,-7.2521912974697145
bulks,-7.252286082750827
jibed,-7.253816785307308
zincs,-7.254150074650037
tinny,-7.254203961063931
songs,-7.254453900434338
needy,-7.254460776407669
gaffe,-7.254688093499615
wryer,-7.255760245861901
fells,-7.2565408503307305
glebe,-7.2565571390190815
psych,-7.256675662682124
reeky,-7.256722677825412
slobs,-7.256897144877068
dills,-7.257008243491747
wheel,-7.257645006290008
snips,-7.2578684944433665
jokes,-7.257984910340511
qualm,-7.259116662282485
blebs,-7.2599869931306715
slush,-7.260143629233308
flubs,-7.26034063929045
bocks,-7.26050063686326
vises,-7.260884008559281
educe,-7.2612132397885425
limit,-7.261270449687681
fifes,-7.261324393986928
elegy,-7.262293563092811
ouija,-7.263229639565041
pupal,-7.264066552736344
banjo,-7.2644055258061355
pills,-7.264586877167696
winks,-7.264959357699067
offer,-7.26531553863265
vixen,-7.265597439133527
bunko,-7.266058727983116
rarer,-7.266609086164833
brood,-7.266909088525959
enjoy,-7.2685181291212695
quoth,-7.269669370467315
parka,-7.2696751660887955
rabbi,-7.269934962827786
codon,-7.27022341571365
event,-7.270881998878045
umpty,-7.270907465750452
loops,-7.271238031864978
hills,-7.272249504065682
boots,-7.272755963673848
tweed,-7.273009326141744
teddy,-7.273300521567127
shoji,-7.2733402424053955
scams,-7.273395351321442
exeat,-7.274122796448501
wells,-7.27436329626751
boded,-7.275047880618756
usual,-7.275459302486198
whims,-7.276874929474713
spurs,-7.276923188595555
flunk,-7.276956082917327
hawks,-7.2775662542971755
comfy,-7.277885585625708
condo,-7.278336895531435
shags,-7.2790308104980985
lucky,-7.27999162770099
telex,-7.2806739108451275
wooed,-7.282642169103007
bossa,-7.283094847640439
shams,-7.2833346825518355
gonna,-7.284042099473641
knees,-7.284126928439032
shuts,-7.284480093942461
dildo,-7.284839433001142
tibia,-7.28540626903922
expos,-7.285519351547547
avast,-7.286066815699702
mungy,-7.286498733893882
molls,-7.287149273247774
again,-7.288508434077102
mists,-7.289332441125604
bushy,-7.289486757964581
falls,-7.289560640988514
quark,-7.2899779157939815
halma,-7.289991879141527
folky,-7.290027875585763
foxed,-7.290139121767174
feces,-7.290673540526982
thumb,-7.290864659437653
soups,-7.290901079252862
ember,-7.2913270836365065
plops,-7.291759043454335
signs,-7.29268013386758
twats,-7.293703441720934
pocky,-7.2937953564258144
gunks,-7.294705958471929
odour,-7.294813890472909
gangs,-7.295436802511174
folio,-7.295662068167185
gigas,-7.29580326672168
occur,-7.296124036771146
chili,-7.297162236087446
gists,-7.29759349971723
watts,-7.297650898604125
moons,-7.2981820809958595
smash,-7.298234657345548
nitty,-7.300454535816447
odors,-7.301177466460288
going,-7.3011999776572205
softs,-7.301616857093846
crook,-7.302212870424386
sappy,-7.3035483108057635
verge,-7.30407871534456
goons,-7.3042008938349925
sully,-7.304339998929086
promo,-7.3047804447480535
swede,-7.305668902994157
allow,-7.305858655216939
looms,-7.306041982703878
tempt,-7.306210923114639
bided,-7.306442381514174
exert,-7.307079112946213
elves,-7.307093784350696
ferry,-7.307225128741483
logos,-7.307479210178054
abbey,-7.307878251733029
fanin,-7.307992176123631
evade,-7.309038758139417
pekoe,-7.309255465024353
lisps,-7.3094305345051405
walls,-7.310397521137337
dumps,-7.311403438963295
pasha,-7.311895463544212
whisk,-7.312137884605105
pigmy,-7.313026560639325
union,-7.314186801687299
purrs,-7.314386350752306
eases,-7.3144709624234725
bolos,-7.31626930195796
sings,-7.316813270945569
undue,-7.317604286153371
tenet,-7.318346706977581
spics,-7.318875134790751
banns,-7.319037035160918
stews,-7.319643649575268
exurb,-7.319950682459745
gyved,-7.320237010088174
didos,-7.320493119673548
hulky,-7.320521825093373
fuses,-7.320681220868002
plumb,-7.320818138759617
duchy,-7.321988678004031
culls,-7.322019957743786
spays,-7.32298993297761
quads,-7.323507547229111
rumor,-7.324248161057143
vests,-7.324343795717291
batty,-7.324772006843341
vizor,-7.324778962159248
staff,-7.32560084297644
kikes,-7.326639342144561
swill,-7.327140486807909
hodad,-7.3273271784438885
twill,-7.327557617986203
humps,-7.32829367442928
bawdy,-7.329042374860637
zilch,-7.329189753705174
dandy,-7.329259740346271
edema,-7.329554105477718
xylem,-7.3298598798037515
gimme,-7.33046227869019
mitts,-7.331830686785571
beeps,-7.3321041848965685
bunks,-7.332564188672822
photo,-7.332645730860749
oxlip,-7.332873239681371
boson,-7.333457606578706
fungi,-7.333502530304816
fixed,-7.334981431704242
delve,-7.335609301557252
sweep,-7.3361243473746764
knows,-7.3368222160387395
heigh,-7.336925571813544
ninth,-7.337774718201571
sifts,-7.337918105913377
picky,-7.33899545613574
mills,-7.33899647452694
rooks,-7.3403579267675205
dicky,-7.340802814514762
gills,-7.340804435955696
roomy,-7.341068348172605
weeny,-7.342200162848852
bassi,-7.3423896674894165
nouns,-7.342456626196814
numbs,-7.34248989529538
jives,-7.342543321262011
knell,-7.342574296952879
sense,-7.3426792194851345
whack,-7.342680154564097
avant,-7.3434373794330865
floss,-7.343707115986552
beech,-7.344693693684679
bolls,-7.344776159242737
fewer,-7.345014818335928
chump,-7.345591625299211
aging,-7.346324073682702
nabob,-7.3467970512886085
bombe,-7.346978802655344
klugy,-7.347378041600805
breve,-7.3475690919105485
gimpy,-7.347699095810039
roofs,-7.348321770653655
dotty,-7.349077852291049
coyly,-7.349380465352686
nulls,-7.349419672887271
alpha,-7.350576965320226
weave,-7.350881618433998
adapt,-7.35098710571352
pagan,-7.35196362123712
curry,-7.352609143432278
gawks,-7.352771030665748
squid,-7.352876203510779
idiot,-7.35398917075428
venue,-7.354202291193638
panga,-7.3543000255390565
blini,-7.354623159962851
fauna,-7.35465818455381
vodka,-7.355527063278708
feued,-7.355858071082923
jeers,-7.357255549366451
bally,-7.357601111996625
skill,-7.357811540845903
slows,-7.358902772309735
choos,-7.359051360358267
clack,-7.35913415453397
boons,-7.359639470325507
belly,-7.359944753658589
twist,-7.360511337037743
gulag,-7.360522907299007
potty,-7.362266760641305
conch,-7.362385303982098
gutta,-7.363183624966843
johns,-7.3632516309934575
ionic,-7.363337154535606
pupil,-7.363433717713532
penny,-7.3642969074108295
slugs,-7.364954621778663
dusky,-7.365018416105413
fiefs,-7.365807946405677
punky,-7.366365444034784
yahoo,-7.366509877228872
dolly,-7.367506092666533
burro,-7.367625192706419
fuzes,-7.368098410291073
foots,-7.368140571476496
slums,-7.369823373179218
emend,-7.370228598504626
hasps,-7.370412715498659
pucks,-7.3706591327206645
skits,-7.371898372554137
shuns,-7.372196356389031
fossa,-7.37219761680772
silks,-7.372721655542166
equip,-7.372851008650008
wonky,-7.374977188006191
ameba,-7.376052269958903
ducks,-7.376508627044405
groom,-7.376532476449599
gassy,-7.377217042718113
epoxy,-7.3793296506240065
ennui,-7.379688459465857
husky,-7.379921498494495
lymph,-7.3801680563034875
scoop,-7.380206910327163
scabs,-7.380841107514758
fools,-7.380923364274472
wimps,-7.381494362772343
hedge,-7.382373695292183
messy,-7.382394493467451
duped,-7.3830113392393555
spasm,-7.383594739532045
avail,-7.385476386938314
hunky,-7.386151120028545
coops,-7.387111643642616
jihad,-7.3873043330392285
polly,-7.388773938513277
outdo,-7.388932199313089
wacky,-7.38921374820992
quays,-7.389376201352714
ammos,-7.389989059176775
furor,-7.390475144066321
discs,-7.3918166669359415
junco,-7.391909139852201
sizes,-7.392725223193043
abeam,-7.3938737260504315
achoo,-7.393898919964133
sacks,-7.394604259989485
sixes,-7.395381176206068
bills,-7.395569689457987
pupas,-7.39663435881217
peeks,-7.396837309474486
feeds,-7.397035372785829
howdy,-7.3972858258250715
gayly,-7.398068415435807
lavas,-7.3984385420702425
swoon,-7.398571632988236
ditty,-7.399335921712983
wools,-7.401269739204176
jerky,-7.401318355231693
runny,-7.401616392538752
snobs,-7.402002123650973
naval,-7.402301486869773
hokum,-7.402887573816648
crock,-7.402962104098378
primp,-7.4033806950306165
snook,-7.403937090369336
judge,-7.404410288429508
risks,-7.40567933161814
dusts,-7.405928670723675
joked,-7.4068177874219545
imams,-7.4069070627865825
karma,-7.407239619319311
hullo,-7.40783612957088
tabby,-7.408476073195014
alack,-7.408716169174326
holly,-7.408987449864604
magna,-7.409000728182513
goosy,-7.409007066783302
weeds,-7.410069637168598
award,-7.410492331208842
hafta,-7.410616769718985
avian,-7.410752098034018
pudgy,-7.410770316035455
comma,-7.411241119398321
apply,-7.411430415587822
exile,-7.411879967770466
coqui,-7.412620392822842
smuts,-7.412914594908591
refry,-7.414223305308947
blood,-7.414440099190614
comic,-7.414653023219379
dilly,-7.415019999891726
crick,-7.416033285772956
offen,-7.41647037213552
booth,-7.417693931720839
dryly,-7.418503763434749
cohos,-7.419706169022568
blurb,-7.419901699602693
queer,-7.420305887911384
fichu,-7.42108091828095
fever,-7.421319219899384
scops,-7.421554546293821
casks,-7.423460545100526
loopy,-7.424126843831791
samba,-7.4245620067486655
toddy,-7.424590913223283
blobs,-7.424734497973429
broom,-7.4250659395125265
wicks,-7.425276941047265
ships,-7.425570450818499
ephah,-7.425969162760295
lulab,-7.42608412430433
vying,-7.426863341847237
bromo,-7.427786357714966
fatty,-7.428278478452164
bulky,-7.428778498777039
studs,-7.43103844715646
zebus,-7.431115066624176
phlox,-7.43123257158086
attar,-7.431670464695223
funks,-7.43230918027056
shops,-7.433189330160443
surfs,-7.433290497408416
hexer,-7.434356804416012
wowed,-7.434575376460801
gasps,-7.4355086485274136
visas,-7.43610660582336
fists,-7.436183684320535
sunny,-7.437687443646755
cinch,-7.438001943718814
dyads,-7.4387412814522875
razor,-7.438783113615108
kneed,-7.43908942986185
weeps,-7.440430672670204
enemy,-7.442769078573459
proof,-7.443210246857574
musky,-7.4435905043818025
caddy,-7.443894905331354
leggy,-7.443909618583262
theft,-7.444235843154732
burrs,-7.445082558105962
booty,-7.44572609156011
mucks,-7.445987882974025
tunny,-7.446369147216476
nihil,-7.44685129430122
swash,-7.4474148851331226
pawky,-7.449596995206765
bevel,-7.450011276546433
golly,-7.450158992314855
squab,-7.45016852137301
hilly,-7.450789250471947
syncs,-7.452490872908865
looks,-7.453373290266507
dulls,-7.453688793520572
brava,-7.454016094945412
moony,-7.454318076172233
quirk,-7.454654108478316
dumpy,-7.455323794188028
hitch,-7.456954971430106
shmoo,-7.457412070890234
goony,-7.457855203287522
dacha,-7.4579455863484
gunky,-7.460179921029485
igloo,-7.460551995513539
nylon,-7.461450451107039
diked,-7.462414131435141
sinks,-7.463074185327945
pulls,-7.463274920355482
jingo,-7.464280751557328
jukes,-7.465040873517231
putts,-7.465272220941052
hulls,-7.465538984773664
evens,-7.465971291796018
couch,-7.466118928922557
summa,-7.466474323028431
gongs,-7.466832687320829
wombs,-7.467220204932091
gumbo,-7.468140829758287
dwell,-7.468249797009617
molly,-7.4683032818508455
edges,-7.470122889166207
awake,-7.470789203272285
gauzy,-7.470993828786331
bumps,-7.471126563880015
soppy,-7.471534547758496
wists,-7.472066598246552
salsa,-7.473130227547215
keeps,-7.473710261556513
skins,-7.47501357556543
sells,-7.476470935597509
shims,-7.4770275001889
musos,-7.478426490811476
cysts,-7.47845379669396
stows,-7.478488795718465
outgo,-7.4797593211775375
cheek,-7.480034835712007
geeks,-7.480902123283434
kiosk,-7.480992674247777
zings,-7.48108178414187
musts,-7.482929154725552
fluky,-7.48374438261384
worry,-7.483753172471198
villa,-7.48557190411812
knoll,-7.4861722538731605
juicy,-7.4869722501578275
twits,-7.487600446688684
every,-7.487698883946415
bebop,-7.4881828840019296
rigid,-7.488239820122583
hoods,-7.488333784004965
judos,-7.488366718122318
agave,-7.488739164647224
quids,-7.489366841812686
annex,-7.490136243978578
abash,-7.491026478435141
gusts,-7.4914183127494045
jived,-7.49146136488422
whomp,-7.492461428597021
fjord,-7.494682674101981
snows,-7.495278199029987
jings,-7.496381867834008
nutty,-7.500147766121387
bucks,-7.500205665048124
minis,-7.502495130408597
fills,-7.502773062834425
mondo,-7.504327010313072
cynic,-7.505672170517112
offal,-7.506232722849507
hurry,-7.506507306817474
humpy,-7.506618002245634
eerie,-7.507221895256188
xerox,-7.508057510596856
digit,-7.508096148109236
whirr,-7.509138735479183
upped,-7.510042738243194
tippy,-7.511744293688862
grook,-7.51192898945983
shews,-7.512382633245295
taffy,-7.513051902171278
stiff,-7.514443535420247
jowls,-7.514507890891268
alway,-7.515047092537287
gloom,-7.515062581718944
fuzed,-7.515858930068783
gurus,-7.516175672287513
arras,-7.5164476822726956
nappy,-7.516890989887968
aquae,-7.517315620224728
kelly,-7.517474428158931
kopek,-7.517826987995184
wills,-7.518123665796099
quips,-7.520078181294918
nymph,-7.520287568860643
pinup,-7.520832797964826
tommy,-7.5215684112539725
socko,-7.521598764145372
erred,-7.521838468061946
pooch,-7.522079562142697
rooky,-7.522284213651244
kirks,-7.5226545620163465
wimpy,-7.522719358997206
mecum,-7.522733907105704
poohs,-7.523121414937431
dunno,-7.523194384953322
swaps,-7.5236190198010995
sunup,-7.524190436294823
squaw,-7.525150012868288
forgo,-7.5263989816422905
uncut,-7.526811375811116
gawky,-7.527993992631024
hoops,-7.529525625972264
sways,-7.530552956518391
cycad,-7.5311106525752125
flood,-7.531496406060124
mafia,-7.531696393732187
lawzy,-7.531836051175831
soggy,-7.531941012708251
mulls,-7.532367708002033
dived,-7.532765972918217
bitty,-7.5334018805735425
mutts,-7.533699715818602
admix,-7.5339672621068186
desks,-7.534297472389795
ducky,-7.535375471745229
toffs,-7.536252531388356
gulls,-7.537303046324126
beefs,-7.538559514768807
mossy,-7.538632935559964
sushi,-7.538655904644552
shyly,-7.539046941170276
rotor,-7.539776019508911
visit,-7.540165109400344
sexed,-7.540937006862459
snugs,-7.541689973495186
kebab,-7.542971548132881
kills,-7.544246321286819
brook,-7.545127271560166
busts,-7.546100469082637
adman,-7.546272701671677
loppy,-7.546602317731244
ivies,-7.547193069392482
sniff,-7.547752213084527
awash,-7.548067416731677
timid,-7.548743573923531
dooms,-7.549686133907856
rajas,-7.549973368942114
thigh,-7.550417316759784
tests,-7.55107766972052
polyp,-7.553379562630936
hewed,-7.554653616278672
billy,-7.5548979270321555
zonks,-7.554912730021568
axial,-7.555468491594536
wahoo,-7.555804129299737
teeth,-7.556870424633506
pulps,-7.556982755268279
clock,-7.557085260483069
mahua,-7.5573567816718485
ozone,-7.557387107471344
veeps,-7.558227730461176
annum,-7.559057268845085
mimsy,-7.559866145463733
shook,-7.56034381154063
click,-7.561511292506279
moods,-7.5615532921986714
swags,-7.562695646071396
lipid,-7.563404477834183
goods,-7.565490004990471
dazed,-7.566578185951878
homos,-7.566677791127001
usury,-7.567332958063493
stats,-7.56879241913872
wooly,-7.571075522736099
sulks,-7.571515950407921
skull,-7.57170672692956
tight,-7.574167349271842
dewey,-7.574660856340041
fanny,-7.5759057155624525
bloom,-7.576822153654246
abyss,-7.577346652809021
socks,-7.577470182937048
klutz,-7.578328109626273
jacks,-7.579978019475122
woosh,-7.580377269162652
sighs,-7.581521850956165
zests,-7.582729840011959
squib,-7.5834929546724235
ribby,-7.583905964960903
abaci,-7.584229644053851
missy,-7.585584125546262
paddy,-7.585749131182131
tiffs,-7.585787891806715
spews,-7.586162198913761
cliff,-7.586174391373606
cuppa,-7.5863786673945315
unjam,-7.5865484016338
iodic,-7.586822087647163
error,-7.587575837074006
kulak,-7.588765066570268
mooch,-7.590935023534463
butts,-7.591502012747266
rusks,-7.591531857946706
bulls,-7.591740448114654
cooks,-7.591967626805409
icily,-7.591991364099595
bossy,-7.592695684361584
pavan,-7.593608495896542
jests,-7.594125918975197
duomo,-7.594463329544267
vivas,-7.594574138855907
fenny,-7.595308429626873
lippy,-7.595973133545248
loggy,-7.595978122683266
unman,-7.596551399766154
stubs,-7.59659714453234
bumph,-7.596655785452712
nooks,-7.597646886594796
tikis,-7.598131978357456
soots,-7.599012909817137
fucks,-7.5997827164094325
texts,-7.601480968554166
funky,-7.601737993680658
yecch,-7.60175790515105
cabby,-7.603152241839298
sudsy,-7.604677111919907
wasps,-7.6076752937080006
offed,-7.609079435863588
burry,-7.609972995747879
dully,-7.61139871003855
sluff,-7.611619878330849
amahs,-7.61230823348459
scuds,-7.612637077815654
seeds,-7.613453949175122
stets,-7.614652318895272
putty,-7.614862138707026
whoso,-7.6155657841601085
sicks,-7.6157807342810395
mucky,-7.616876879332893
mewed,-7.617709945820175
wedge,-7.618980767534507
cusps,-7.619178549591795
bumpy,-7.61934244150844
smogs,-7.619377080369396
folly,-7.619589842269972
ruddy,-7.620003029452809
keyed,-7.620680536635
quack,-7.6206844801482685
nixie,-7.620814900468598
weedy,-7.621308564976091
bwana,-7.621624715681831
asses,-7.6220389982338475
savvy,-7.622055517310828
knack,-7.622838220581286
hobos,-7.625849369096152
alkyl,-7.626609141918325
snubs,-7.627236575649689
jello,-7.627666412383736
jaded,-7.628366287611694
unzip,-7.629185600818075
qophs,-7.629344644634724
zingy,-7.630891319142903
calla,-7.632426203590539
noddy,-7.6336498112995566
cutup,-7.633851794334523
looky,-7.634709338055346
fudgy,-7.635364401615188
usurp,-7.6358554663627505
vroom,-7.636077382903236
swish,-7.63664142701438
eject,-7.6368548560011495
jinks,-7.637480648254152
weeks,-7.6375078328032
hutch,-7.639275496803495
solos,-7.640119873795
seeps,-7.640908231299375
freer,-7.641864092802844
unban,-7.64208403032034
lupus,-7.643292596985015
ilium,-7.644225706704082
weepy,-7.645370784614672
bonny,-7.646118476613055
masks,-7.646325711616345
desex,-7.6489454792581375
lobby,-7.650178503289163
bongo,-7.650196665741863
spook,-7.650727517504756
queen,-7.650784099338013
array,-7.651039220191147
tusks,-7.651234599174404
finis,-7.653554686100347
hippo,-7.655564390473396
happy,-7.655767185592206
undid,-7.658007245673262
jells,-7.658509989951397
kapok,-7.660610338315297
jambs,-7.662836188628829
swabs,-7.663887293664335
radar,-7.663933658613887
swoop,-7.664879999907768
witty,-7.6649027456397345
scows,-7.665937386210097
idyll,-7.668425514464867
mambo,-7.669505558325559
filly,-7.669692859086282
bosom,-7.669726177179132
oddly,-7.670856001348133
shiki,-7.671551175171172
shows,-7.672338200934485
rajah,-7.674133398931753
ginny,-7.676106898697405
xenon,-7.676382274081464
abaft,-7.677904044447093
skulk,-7.6786266475932266
fatwa,-7.679333300778915
amaze,-7.679886651733628
toffy,-7.680305827216313
yucca,-7.680976835784078
civil,-7.682008754947985
unpin,-7.682086613091192
lotto,-7.682561753770647
wryly,-7.6827657159905405
bocci,-7.685744932106093
lowly,-7.686394239653873
jowly,-7.686847447893373
scums,-7.687265868926844
oozes,-7.687451721999019
basks,-7.687671244466738
spuds,-7.687744333875408
seems,-7.6884526824045025
fugue,-7.68908106828965
tufts,-7.6905114669149945
bedew,-7.691415807002538
spoof,-7.691497069728125
ivied,-7.691754984625864
bezel,-7.691794215005263
gizmo,-7.692400300661297
gutty,-7.69319916400213
zooey,-7.6937963630892545
pomps,-7.693950788627263
bulbs,-7.69419305636975
fulls,-7.695589872116971
vacua,-7.695829132804996
cubic,-7.696318698750449
yawny,-7.696523855411083
gully,-7.697574263069393
kitty,-7.698640108012403
tepee,-7.699755135382835
excel,-7.699757197169142
chaff,-7.699989320950443
booms,-7.702333563508055
cocks,-7.702713260630824
fifth,-7.704354565517019
baddy,-7.705087889953635
goody,-7.707956420678299
hunch,-7.708574360328939
gappy,-7.708577042052874
hooks,-7.708688178707123
scoff,-7.710333305987729
myrrh,-7.710669979108494
unbox,-7.7123060852318
hammy,-7.712485347864627
furry,-7.712699811966605
belle,-7.713007958531826
hexes,-7.713203850425215
sills,-7.71320658980281
jerry,-7.714654675678449
pulpy,-7.716466550769199
foods,-7.717097712733347
moody,-7.717911428897994
skids,-7.718767998103221
pussy,-7.719152115516463
hoofs,-7.719417002542785
embed,-7.720666413290902
whews,-7.7208523139846825
midis,-7.721231865714415
casas,-7.722489208159344
beefy,-7.723158568008049
piing,-7.724356319110004
bazar,-7.724377529914949
fifty,-7.724716651661098
plaza,-7.72613670200736
booze,-7.728228020180307
rummy,-7.729406370019544
nippy,-7.72944061835789
whump,-7.729498382400201
ruffs,-7.729515421287073
hussy,-7.729885710456943
pixie,-7.733387794315766
toots,-7.735185440523872
stuff,-7.735979649810379
dozed,-7.736593074073509
skips,-7.737693111900583
woods,-7.738739683762763
kebob,-7.742409743227586
pimps,-7.7426271192014235
whish,-7.74830702510157
kabob,-7.748368145210219
kinks,-7.748423203917728
swigs,-7.752022031032297
quell,-7.7521485918043025
goopy,-7.754216806394742
jocks,-7.757367743312152
bebug,-7.7600219992925235
bully,-7.7607045350622155
check,-7.762141690461782
disks,-7.763116603804378
sumps,-7.764130934856165
swims,-7.765079933711603
humpf,-7.766908235014439
highs,-7.767458893826716
canna,-7.767820169103473
punny,-7.76807921229555
gaffs,-7.768338406421633
refer,-7.768369142297725
aways,-7.768410825969414
yeses,-7.768629687580222
cooky,-7.770395584962051
evoke,-7.771538520961134
snuff,-7.772594127068586
skunk,-7.773438525051606
guava,-7.774016775956978
khaki,-7.774839266627853
dweeb,-7.775420557286222
combo,-7.776184532761503
klunk,-7.778049489394946
melee,-7.778476149282653
plump,-7.779127880317889
cluck,-7.780705333436308
cacao,-7.782835824842594
tummy,-7.783045819457194
mussy,-7.783166183131402
nooky,-7.783892957718079
quick,-7.7868048827060266
macaw,-7.790282019528173
vulva,-7.79042014949922
nobby,-7.791197228217966
mixup,-7.792857014073056
skims,-7.793789870186888
gooks,-7.79547956473684
cirri,-7.797237983584489
juror,-7.799828635495484
geese,-7.8000013348683845
spiff,-7.800375565396846
expel,-7.802387435129146
knock,-7.803308643352189
goofs,-7.803377714576689
dodgy,-7.806659496104789
spivs,-7.807151309343784
faddy,-7.808287612554814
gabby,-7.808325465676619
sucks,-7.810604665285026
lemme,-7.811978660605721
widow,-7.812112967659712
deeds,-7.812299359429692
finny,-7.813003856707
baggy,-7.813178602043042
hoppy,-7.817740227485163
execs,-7.8186006328436815
daffy,-7.819230885293662
gamba,-7.8208860273490215
ceded,-7.82266940661009
jeeps,-7.82376205990312
peeps,-7.824540685688518
oozed,-7.825016337274948
dippy,-7.825919731863164
skews,-7.826704374379008
tubby,-7.829049408814905
wisps,-7.8301589978358175
doggy,-7.831551969066606
yolky,-7.831821398200599
junks,-7.832759889274293
laxly,-7.83312161012811
allay,-7.83425168605893
papal,-7.84071970618969
bombs,-7.841045578419183
cocoa,-7.841106058343275
bimbo,-7.842417506570362
sagas,-7.843511336020681
books,-7.843731811507806
seeks,-7.846123699276121
boomy,-7.846765331501818
doffs,-7.84775685227234
unfix,-7.849455302675384
hubba,-7.849491216265186
tufty,-7.84958184303991
deque,-7.849953884490314
gunny,-7.852405621388989
idiom,-7.85492247394982
jetty,-7.85746298985236
icing,-7.859273001169858
gruff,-7.859702345487613
tooth,-7.860140007401536
zombi,-7.860570989522055
hippy,-7.860622233065943
livid,-7.864304744850359
added,-7.8648486826008215
hexed,-7.866146485990141
uvula,-7.867568249049759
fully,-7.868346891579773
egger,-7.868571759501379
buxom,-7.870493432381302
memes,-7.871069483540025
tweet,-7.871421857277552
jelly,-7.872494530878017
ovoid,-7.875076608307976
middy,-7.875947719712234
mucus,-7.876141167243127
cocky,-7.877569782957045
jewel,-7.87808449220877
oxeye,-7.879749848992473
wowee,-7.880691263771274
giddy,-7.880874213289244
shahs,-7.882847401345437
nohow,-7.884412626150628
chock,-7.885946146222754
kiddo,-7.890008125866176
tatty,-7.89051087843253
woody,-7.89590190030842
bunny,-7.89779175715904
annas,-7.89861169590917
sassy,-7.900317442978758
llama,-7.901778288457167
chiff,-7.903573866088465
cuppy,-7.904432646814402
kicks,-7.905426554973275
hooky,-7.906816761130962
chick,-7.90791981097873
kinky,-7.909309160412918
piggy,-7.915115845771861
quill,-7.9151519565400985
algal,-7.915321452007701
biddy,-7.917500115594303
verve,-7.919737011239825
hobby,-7.921561817715215
vigil,-7.924497916110841
japan,-7.924535579533626
unwon,-7.929045156288669
busby,-7.932117379904447
scuff,-7.933158574556161
which,-7.936991280843668
whoop,-7.938941737858606
shoos,-7.939465022879117
fussy,-7.9395129990314555
asana,-7.943476559182148
goofy,-7.945234571260035
level,-7.946144300007518
exude,-7.949960570425065
pumps,-7.951278469066247
oomph,-7.952834695818959
jumps,-7.955105198431806
aback,-7.956429968822575
onion,-7.957467419648117
dusks,-7.958078180475341
lolls,-7.959647290455988
humus,-7.9601069337878
nimbi,-7.961759460935415
ended,-7.963589062845185
husks,-7.963600790999087
mujik,-7.965027299903105
gooky,-7.969464234683827
spazz,-7.97059293270105
cuffs,-7.971769831203186
mumps,-7.974487369681134
woofs,-7.975896236003493
aquas,-7.9760414132268584
boggy,-7.9817437102202105
assai,-7.983271583021431
pukka,-7.9838409977567935
miffs,-7.984345873073148
papas,-7.985609105657686
cocos,-7.99177354710538
boffs,-7.995460704441002
dixit,-7.998620417346473
ninja,-8.000297516518678
manna,-8.001362693261271
funny,-8.001392156554614
webby,-8.004762649934786
jenny,-8.006406941218005
reeve,-8.007763309226307
maxim,-8.009384877014183
motto,-8.010879339959128
junky,-8.011106847787095
dowdy,-8.014611459348222
noons,-8.017671950104358
booky,-8.018151312767193
jolly,-8.024928416401064
cubby,-8.025288650677824
jumbo,-8.030002436108637
gypsy,-8.031088847524934
skiff,-8.033336725714294
civvy,-8.036808296005027
musks,-8.040383428739208
biggy,-8.040571435464674
biffs,-8.046764253130737
mumbo,-8.054293434778096
jinns,-8.05503896485347
totty,-8.05802380102805
